date,service,region,team,env,cost_usd,account_id
2026-02-02,Amazon DynamoDB,us-east-1,Backend,prod,29.2,847291038472
2026-02-03,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,55.06,847291038472
2026-02-03,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.74,847291038472
2026-02-03,Amazon Relational Database Service,us-east-1,Database,prod,38.64,847291038472
2026-02-03,Amazon Relational Database Service,us-east-1,Database,dev,8.1,847291038472
2026-02-03,Amazon Simple Storage Service,us-west-2,Data,prod,20.95,847291038472
2026-02-03,Amazon CloudFront,global,Frontend,prod,26.92,847291038472
2026-02-03,Amazon CloudFront,global,Frontend,staging,5.22,847291038472
2026-02-03,Amazon DynamoDB,us-east-1,Backend,prod,23.68,847291038472
2026-02-04,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,59.26,847291038472
2026-02-04,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.49,847291038472
2026-02-04,Amazon Relational Database Service,us-east-1,Database,prod,40.63,847291038472
2026-02-04,Amazon Relational Database Service,us-east-1,Database,dev,8.59,847291038472
2026-02-04,Amazon Simple Storage Service,us-west-2,Data,prod,18.53,847291038472
2026-02-04,Amazon CloudFront,global,Frontend,prod,30.07,847291038472
2026-02-04,Amazon CloudFront,global,Frontend,staging,5.5,847291038472
2026-02-04,Amazon DynamoDB,us-east-1,Backend,prod,25.0,847291038472
2026-02-05,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,42.41,847291038472
2026-02-05,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.66,847291038472
2026-02-05,Amazon Relational Database Service,us-east-1,Database,prod,40.08,847291038472
2026-02-05,Amazon Relational Database Service,us-east-1,Database,dev,10.0,847291038472
2026-02-05,Amazon Simple Storage Service,us-west-2,Data,prod,19.58,847291038472
2026-02-05,Amazon CloudFront,global,Frontend,prod,22.11,847291038472
2026-02-05,Amazon CloudFront,global,Frontend,staging,7.49,847291038472
2026-02-05,Amazon DynamoDB,us-east-1,Backend,prod,24.92,847291038472
2026-02-06,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,46.56,847291038472
2026-02-06,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,19.18,847291038472
2026-02-06,Amazon Relational Database Service,us-east-1,Database,prod,39.72,847291038472
2026-02-06,Amazon Relational Database Service,us-east-1,Database,dev,9.45,847291038472
2026-02-06,Amazon Simple Storage Service,us-west-2,Data,prod,16.03,847291038472
2026-02-06,Amazon CloudFront,global,Frontend,prod,20.37,847291038472
2026-02-06,Amazon CloudFront,global,Frontend,staging,5.24,847291038472
2026-02-06,Amazon DynamoDB,us-east-1,Backend,prod,29.04,847291038472
2026-02-07,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,51.86,847291038472
2026-02-07,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,10.8,847291038472
2026-02-07,Amazon Relational Database Service,us-east-1,Database,prod,38.71,847291038472
2026-02-07,Amazon Relational Database Service,us-east-1,Database,dev,10.16,847291038472
2026-02-07,Amazon Simple Storage Service,us-west-2,Data,prod,18.03,847291038472
2026-02-07,Amazon CloudFront,global,Frontend,prod,15.13,847291038472
2026-02-07,Amazon CloudFront,global,Frontend,staging,5.67,847291038472
2026-02-07,Amazon DynamoDB,us-east-1,Backend,prod,26.81,847291038472
2026-02-08,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,59.09,847291038472
2026-02-08,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.17,847291038472
2026-02-08,Amazon Relational Database Service,us-east-1,Database,prod,39.74,847291038472
2026-02-08,Amazon Relational Database Service,us-east-1,Database,dev,9.52,847291038472
2026-02-08,Amazon Simple Storage Service,us-west-2,Data,prod,18.15,847291038472
2026-02-08,Amazon CloudFront,global,Frontend,prod,24.09,847291038472
2026-02-08,Amazon CloudFront,global,Frontend,staging,4.1,847291038472
2026-02-08,Amazon DynamoDB,us-east-1,Backend,prod,28.16,847291038472
2026-02-09,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.49,847291038472
2026-02-09,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.8,847291038472
2026-02-09,Amazon Relational Database Service,us-east-1,Database,prod,39.31,847291038472
2026-02-09,Amazon Relational Database Service,us-east-1,Database,dev,9.87,847291038472
2026-02-09,Amazon Simple Storage Service,us-west-2,Data,prod,15.61,847291038472
2026-02-09,Amazon CloudFront,global,Frontend,prod,27.38,847291038472
2026-02-09,Amazon CloudFront,global,Frontend,staging,6.4,847291038472
2026-02-09,Amazon DynamoDB,us-east-1,Backend,prod,26.86,847291038472
2026-02-10,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,55.83,847291038472
2026-02-10,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,18.29,847291038472
2026-02-10,Amazon Relational Database Service,us-east-1,Database,prod,40.95,847291038472
2026-02-10,Amazon Relational Database Service,us-east-1,Database,dev,8.08,847291038472
2026-02-10,Amazon Simple Storage Service,us-west-2,Data,prod,14.58,847291038472
2026-02-10,Amazon CloudFront,global,Frontend,prod,22.14,847291038472
2026-02-10,Amazon CloudFront,global,Frontend,staging,5.47,847291038472
2026-02-10,Amazon DynamoDB,us-east-1,Backend,prod,32.06,847291038472
2026-02-11,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.82,847291038472
2026-02-11,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.87,847291038472
2026-02-11,Amazon Relational Database Service,us-east-1,Database,prod,40.24,847291038472
2026-02-11,Amazon Relational Database Service,us-east-1,Database,dev,11.46,847291038472
2026-02-11,Amazon Simple Storage Service,us-west-2,Data,prod,18.52,847291038472
2026-02-11,Amazon CloudFront,global,Frontend,prod,22.05,847291038472
2026-02-11,Amazon CloudFront,global,Frontend,staging,7.34,847291038472
2026-02-11,Amazon DynamoDB,us-east-1,Backend,prod,30.0,847291038472
2026-02-12,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,53.52,847291038472
2026-02-12,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.16,847291038472
2026-02-12,Amazon Relational Database Service,us-east-1,Database,prod,42.36,847291038472
2026-02-12,Amazon Relational Database Service,us-east-1,Database,dev,8.32,847291038472
2026-02-12,Amazon Simple Storage Service,us-west-2,Data,prod,17.09,847291038472
2026-02-12,Amazon CloudFront,global,Frontend,prod,25.13,847291038472
2026-02-12,Amazon CloudFront,global,Frontend,staging,7.16,847291038472
2026-02-12,Amazon DynamoDB,us-east-1,Backend,prod,25.28,847291038472
2026-02-13,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,49.99,847291038472
2026-02-13,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.21,847291038472
2026-02-13,Amazon Relational Database Service,us-east-1,Database,prod,37.97,847291038472
2026-02-13,Amazon Relational Database Service,us-east-1,Database,dev,10.17,847291038472
2026-02-13,Amazon Simple Storage Service,us-west-2,Data,prod,16.27,847291038472
2026-02-13,Amazon CloudFront,global,Frontend,prod,23.74,847291038472
2026-02-13,Amazon CloudFront,global,Frontend,staging,7.02,847291038472
2026-02-13,Amazon DynamoDB,us-east-1,Backend,prod,25.69,847291038472
2026-02-14,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,49.26,847291038472
2026-02-14,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.93,847291038472
2026-02-14,Amazon Relational Database Service,us-east-1,Database,prod,41.81,847291038472
2026-02-14,Amazon Relational Database Service,us-east-1,Database,dev,8.5,847291038472
2026-02-14,Amazon Simple Storage Service,us-west-2,Data,prod,19.03,847291038472
2026-02-14,Amazon CloudFront,global,Frontend,prod,18.47,847291038472
2026-02-14,Amazon CloudFront,global,Frontend,staging,6.71,847291038472
2026-02-14,Amazon DynamoDB,us-east-1,Backend,prod,26.86,847291038472
2026-02-15,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,46.4,847291038472
2026-02-15,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.29,847291038472
2026-02-15,Amazon Relational Database Service,us-east-1,Database,prod,39.67,847291038472
2026-02-15,Amazon Relational Database Service,us-east-1,Database,dev,8.09,847291038472
2026-02-15,Amazon Simple Storage Service,us-west-2,Data,prod,15.44,847291038472
2026-02-15,Amazon CloudFront,global,Frontend,prod,28.45,847291038472
2026-02-15,Amazon CloudFront,global,Frontend,staging,6.06,847291038472
2026-02-15,Amazon DynamoDB,us-east-1,Backend,prod,24.95,847291038472
2026-02-16,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,50.04,847291038472
2026-02-16,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,18.53,847291038472
2026-02-16,Amazon Relational Database Service,us-east-1,Database,prod,39.49,847291038472
2026-02-16,Amazon Relational Database Service,us-east-1,Database,dev,8.88,847291038472
2026-02-16,Amazon Simple Storage Service,us-west-2,Data,prod,17.15,847291038472
2026-02-16,Amazon CloudFront,global,Frontend,prod,24.43,847291038472
2026-02-16,Amazon CloudFront,global,Frontend,staging,6.95,847291038472
2026-02-16,Amazon DynamoDB,us-east-1,Backend,prod,28.15,847291038472
2026-02-17,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,52.85,847291038472
2026-02-17,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.32,847291038472
2026-02-17,Amazon Relational Database Service,us-east-1,Database,prod,41.55,847291038472
2026-02-17,Amazon Relational Database Service,us-east-1,Database,dev,11.6,847291038472
2026-02-17,Amazon Simple Storage Service,us-west-2,Data,prod,18.63,847291038472
2026-02-17,Amazon CloudFront,global,Frontend,prod,22.17,847291038472
2026-02-17,Amazon CloudFront,global,Frontend,staging,5.46,847291038472
2026-02-17,Amazon DynamoDB,us-east-1,Backend,prod,30.31,847291038472
2026-02-18,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.96,847291038472
2026-02-18,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.04,847291038472
2026-02-18,Amazon Relational Database Service,us-east-1,Database,prod,41.17,847291038472
2026-02-18,Amazon Relational Database Service,us-east-1,Database,dev,10.29,847291038472
2026-02-18,Amazon Simple Storage Service,us-west-2,Data,prod,17.35,847291038472
2026-02-18,Amazon CloudFront,global,Frontend,prod,18.61,847291038472
2026-02-18,Amazon CloudFront,global,Frontend,staging,6.58,847291038472
2026-02-18,Amazon DynamoDB,us-east-1,Backend,prod,27.25,847291038472
2026-02-19,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,46.48,847291038472
2026-02-19,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.97,847291038472
2026-02-19,Amazon Relational Database Service,us-east-1,Database,prod,39.31,847291038472
2026-02-19,Amazon Relational Database Service,us-east-1,Database,dev,10.41,847291038472
2026-02-19,Amazon Simple Storage Service,us-west-2,Data,prod,18.59,847291038472
2026-02-19,Amazon CloudFront,global,Frontend,prod,28.12,847291038472
2026-02-19,Amazon CloudFront,global,Frontend,staging,6.36,847291038472
2026-02-19,Amazon DynamoDB,us-east-1,Backend,prod,24.78,847291038472
2026-02-20,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.46,847291038472
2026-02-20,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.15,847291038472
2026-02-20,Amazon Relational Database Service,us-east-1,Database,prod,40.59,847291038472
2026-02-20,Amazon Relational Database Service,us-east-1,Database,dev,9.18,847291038472
2026-02-20,Amazon Simple Storage Service,us-west-2,Data,prod,17.0,847291038472
2026-02-20,Amazon CloudFront,global,Frontend,prod,24.48,847291038472
2026-02-20,Amazon CloudFront,global,Frontend,staging,7.84,847291038472
2026-02-20,Amazon DynamoDB,us-east-1,Backend,prod,30.6,847291038472
2026-02-21,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,46.76,847291038472
2026-02-21,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.9,847291038472
2026-02-21,Amazon Relational Database Service,us-east-1,Database,prod,38.31,847291038472
2026-02-21,Amazon Relational Database Service,us-east-1,Database,dev,9.92,847291038472
2026-02-21,Amazon Simple Storage Service,us-west-2,Data,prod,19.77,847291038472
2026-02-21,Amazon CloudFront,global,Frontend,prod,24.99,847291038472
2026-02-21,Amazon CloudFront,global,Frontend,staging,7.81,847291038472
2026-02-21,Amazon DynamoDB,us-east-1,Backend,prod,24.67,847291038472
2026-02-22,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,45.45,847291038472
2026-02-22,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.65,847291038472
2026-02-22,Amazon Relational Database Service,us-east-1,Database,prod,40.24,847291038472
2026-02-22,Amazon Relational Database Service,us-east-1,Database,dev,8.98,847291038472
2026-02-22,Amazon Simple Storage Service,us-west-2,Data,prod,16.6,847291038472
2026-02-22,Amazon CloudFront,global,Frontend,prod,21.85,847291038472
2026-02-22,Amazon CloudFront,global,Frontend,staging,6.07,847291038472
2026-02-22,Amazon DynamoDB,us-east-1,Backend,prod,28.26,847291038472
2026-02-23,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,55.74,847291038472
2026-02-23,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.19,847291038472
2026-02-23,Amazon Relational Database Service,us-east-1,Database,prod,39.65,847291038472
2026-02-23,Amazon Relational Database Service,us-east-1,Database,dev,10.51,847291038472
2026-02-23,Amazon Simple Storage Service,us-west-2,Data,prod,14.41,847291038472
2026-02-23,Amazon CloudFront,global,Frontend,prod,26.74,847291038472
2026-02-23,Amazon CloudFront,global,Frontend,staging,7.23,847291038472
2026-02-23,Amazon DynamoDB,us-east-1,Backend,prod,27.37,847291038472
2026-02-24,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,55.58,847291038472
2026-02-24,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.58,847291038472
2026-02-24,Amazon Relational Database Service,us-east-1,Database,prod,40.32,847291038472
2026-02-24,Amazon Relational Database Service,us-east-1,Database,dev,8.46,847291038472
2026-02-24,Amazon Simple Storage Service,us-west-2,Data,prod,16.05,847291038472
2026-02-24,Amazon CloudFront,global,Frontend,prod,22.68,847291038472
2026-02-24,Amazon CloudFront,global,Frontend,staging,8.08,847291038472
2026-02-24,Amazon DynamoDB,us-east-1,Backend,prod,26.43,847291038472
2026-02-25,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,55.09,847291038472
2026-02-25,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.43,847291038472
2026-02-25,Amazon Relational Database Service,us-east-1,Database,prod,38.87,847291038472
2026-02-25,Amazon Relational Database Service,us-east-1,Database,dev,10.11,847291038472
2026-02-25,Amazon Simple Storage Service,us-west-2,Data,prod,15.52,847291038472
2026-02-25,Amazon CloudFront,global,Frontend,prod,21.52,847291038472
2026-02-25,Amazon CloudFront,global,Frontend,staging,7.12,847291038472
2026-02-25,Amazon DynamoDB,us-east-1,Backend,prod,29.97,847291038472
2026-02-26,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,49.7,847291038472
2026-02-26,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.94,847291038472
2026-02-26,Amazon Relational Database Service,us-east-1,Database,prod,40.06,847291038472
2026-02-26,Amazon Relational Database Service,us-east-1,Database,dev,11.15,847291038472
2026-02-26,Amazon Simple Storage Service,us-west-2,Data,prod,16.86,847291038472
2026-02-26,Amazon CloudFront,global,Frontend,prod,26.0,847291038472
2026-02-26,Amazon CloudFront,global,Frontend,staging,6.97,847291038472
2026-02-26,Amazon DynamoDB,us-east-1,Backend,prod,25.82,847291038472
2026-02-27,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,52.2,847291038472
2026-02-27,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,19.87,847291038472
2026-02-27,Amazon Relational Database Service,us-east-1,Database,prod,42.8,847291038472
2026-02-27,Amazon Relational Database Service,us-east-1,Database,dev,7.45,847291038472
2026-02-27,Amazon Simple Storage Service,us-west-2,Data,prod,20.72,847291038472
2026-02-27,Amazon CloudFront,global,Frontend,prod,24.59,847291038472
2026-02-27,Amazon CloudFront,global,Frontend,staging,4.51,847291038472
2026-02-27,Amazon DynamoDB,us-east-1,Backend,prod,23.79,847291038472
2026-02-28,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,55.2,847291038472
2026-02-28,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.24,847291038472
2026-02-28,Amazon Relational Database Service,us-east-1,Database,prod,40.68,847291038472
2026-02-28,Amazon Relational Database Service,us-east-1,Database,dev,7.7,847291038472
2026-02-28,Amazon Simple Storage Service,us-west-2,Data,prod,17.21,847291038472
2026-02-28,Amazon CloudFront,global,Frontend,prod,27.49,847291038472
2026-02-28,Amazon CloudFront,global,Frontend,staging,8.16,847291038472
2026-02-28,Amazon DynamoDB,us-east-1,Backend,prod,28.48,847291038472
2026-03-01,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,53.63,847291038472
2026-03-01,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,18.57,847291038472
2026-03-01,Amazon Relational Database Service,us-east-1,Database,prod,40.37,847291038472
2026-03-01,Amazon Relational Database Service,us-east-1,Database,dev,10.12,847291038472
2026-03-01,Amazon Simple Storage Service,us-west-2,Data,prod,15.2,847291038472
2026-03-01,Amazon CloudFront,global,Frontend,prod,23.35,847291038472
2026-03-01,Amazon CloudFront,global,Frontend,staging,6.57,847291038472
2026-03-01,Amazon DynamoDB,us-east-1,Backend,prod,31.1,847291038472
2026-03-02,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,58.85,847291038472
2026-03-02,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.33,847291038472
2026-03-02,Amazon Relational Database Service,us-east-1,Database,prod,43.98,847291038472
2026-03-02,Amazon Relational Database Service,us-east-1,Database,dev,10.27,847291038472
2026-03-02,Amazon Simple Storage Service,us-west-2,Data,prod,19.3,847291038472
2026-03-02,Amazon CloudFront,global,Frontend,prod,23.84,847291038472
2026-03-02,Amazon CloudFront,global,Frontend,staging,6.26,847291038472
2026-03-02,Amazon DynamoDB,us-east-1,Backend,prod,29.83,847291038472
2026-03-03,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,45.56,847291038472
2026-03-03,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.92,847291038472
2026-03-03,Amazon Relational Database Service,us-east-1,Database,prod,41.5,847291038472
2026-03-03,Amazon Relational Database Service,us-east-1,Database,dev,9.2,847291038472
2026-03-03,Amazon Simple Storage Service,us-west-2,Data,prod,16.98,847291038472
2026-03-03,Amazon CloudFront,global,Frontend,prod,27.44,847291038472
2026-03-03,Amazon CloudFront,global,Frontend,staging,5.69,847291038472
2026-03-03,Amazon DynamoDB,us-east-1,Backend,prod,23.77,847291038472
2026-03-04,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,52.67,847291038472
2026-03-04,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.01,847291038472
2026-03-04,Amazon Relational Database Service,us-east-1,Database,prod,43.35,847291038472
2026-03-04,Amazon Relational Database Service,us-east-1,Database,dev,9.4,847291038472
2026-03-04,Amazon Simple Storage Service,us-west-2,Data,prod,19.62,847291038472
2026-03-04,Amazon CloudFront,global,Frontend,prod,22.4,847291038472
2026-03-04,Amazon CloudFront,global,Frontend,staging,3.95,847291038472
2026-03-04,Amazon DynamoDB,us-east-1,Backend,prod,29.52,847291038472
2026-03-05,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,55.87,847291038472
2026-03-05,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,10.66,847291038472
2026-03-05,Amazon Relational Database Service,us-east-1,Database,prod,40.92,847291038472
2026-03-05,Amazon Relational Database Service,us-east-1,Database,dev,13.36,847291038472
2026-03-05,Amazon Simple Storage Service,us-west-2,Data,prod,18.21,847291038472
2026-03-05,Amazon CloudFront,global,Frontend,prod,20.44,847291038472
2026-03-05,Amazon CloudFront,global,Frontend,staging,6.75,847291038472
2026-03-05,Amazon DynamoDB,us-east-1,Backend,prod,28.34,847291038472
2026-03-06,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,50.68,847291038472
2026-03-06,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.06,847291038472
2026-03-06,Amazon Relational Database Service,us-east-1,Database,prod,43.81,847291038472
2026-03-06,Amazon Relational Database Service,us-east-1,Database,dev,7.9,847291038472
2026-03-06,Amazon Simple Storage Service,us-west-2,Data,prod,18.91,847291038472
2026-03-06,Amazon CloudFront,global,Frontend,prod,29.8,847291038472
2026-03-06,Amazon CloudFront,global,Frontend,staging,5.14,847291038472
2026-03-06,Amazon DynamoDB,us-east-1,Backend,prod,26.99,847291038472
2026-03-07,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,46.72,847291038472
2026-03-07,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,19.65,847291038472
2026-03-07,Amazon Relational Database Service,us-east-1,Database,prod,42.24,847291038472
2026-03-07,Amazon Relational Database Service,us-east-1,Database,dev,11.43,847291038472
2026-03-07,Amazon Simple Storage Service,us-west-2,Data,prod,17.86,847291038472
2026-03-07,Amazon CloudFront,global,Frontend,prod,24.59,847291038472
2026-03-07,Amazon CloudFront,global,Frontend,staging,7.45,847291038472
2026-03-07,Amazon DynamoDB,us-east-1,Backend,prod,27.61,847291038472
2026-03-08,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,36.9,847291038472
2026-03-08,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.48,847291038472
2026-03-08,Amazon Relational Database Service,us-east-1,Database,prod,43.18,847291038472
2026-03-08,Amazon Relational Database Service,us-east-1,Database,dev,9.04,847291038472
2026-03-08,Amazon Simple Storage Service,us-west-2,Data,prod,18.82,847291038472
2026-03-08,Amazon CloudFront,global,Frontend,prod,20.98,847291038472
2026-03-08,Amazon CloudFront,global,Frontend,staging,5.48,847291038472
2026-03-08,Amazon DynamoDB,us-east-1,Backend,prod,31.77,847291038472
2026-03-09,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,53.43,847291038472
2026-03-09,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.19,847291038472
2026-03-09,Amazon Relational Database Service,us-east-1,Database,prod,38.95,847291038472
2026-03-09,Amazon Relational Database Service,us-east-1,Database,dev,9.73,847291038472
2026-03-09,Amazon Simple Storage Service,us-west-2,Data,prod,17.41,847291038472
2026-03-09,Amazon CloudFront,global,Frontend,prod,23.33,847291038472
2026-03-09,Amazon CloudFront,global,Frontend,staging,6.29,847291038472
2026-03-09,Amazon DynamoDB,us-east-1,Backend,prod,30.42,847291038472
2026-03-10,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.32,847291038472
2026-03-10,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,18.01,847291038472
2026-03-10,Amazon Relational Database Service,us-east-1,Database,prod,39.91,847291038472
2026-03-10,Amazon Relational Database Service,us-east-1,Database,dev,10.41,847291038472
2026-03-10,Amazon Simple Storage Service,us-west-2,Data,prod,19.56,847291038472
2026-03-10,Amazon CloudFront,global,Frontend,prod,20.11,847291038472
2026-03-10,Amazon CloudFront,global,Frontend,staging,6.47,847291038472
2026-03-10,Amazon DynamoDB,us-east-1,Backend,prod,29.91,847291038472
2026-03-11,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,52.93,847291038472
2026-03-11,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.61,847291038472
2026-03-11,Amazon Relational Database Service,us-east-1,Database,prod,43.56,847291038472
2026-03-11,Amazon Relational Database Service,us-east-1,Database,dev,8.96,847291038472
2026-03-11,Amazon Simple Storage Service,us-west-2,Data,prod,18.07,847291038472
2026-03-11,Amazon CloudFront,global,Frontend,prod,26.55,847291038472
2026-03-11,Amazon CloudFront,global,Frontend,staging,7.91,847291038472
2026-03-11,Amazon DynamoDB,us-east-1,Backend,prod,25.73,847291038472
2026-03-12,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,65.49,847291038472
2026-03-12,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.6,847291038472
2026-03-12,Amazon Relational Database Service,us-east-1,Database,prod,45.14,847291038472
2026-03-12,Amazon Relational Database Service,us-east-1,Database,dev,7.43,847291038472
2026-03-12,Amazon Simple Storage Service,us-west-2,Data,prod,20.4,847291038472
2026-03-12,Amazon CloudFront,global,Frontend,prod,22.0,847291038472
2026-03-12,Amazon CloudFront,global,Frontend,staging,7.19,847291038472
2026-03-12,Amazon DynamoDB,us-east-1,Backend,prod,30.61,847291038472
2026-03-13,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,50.4,847291038472
2026-03-13,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.6,847291038472
2026-03-13,Amazon Relational Database Service,us-east-1,Database,prod,38.19,847291038472
2026-03-13,Amazon Relational Database Service,us-east-1,Database,dev,8.98,847291038472
2026-03-13,Amazon Simple Storage Service,us-west-2,Data,prod,18.85,847291038472
2026-03-13,Amazon CloudFront,global,Frontend,prod,22.21,847291038472
2026-03-13,Amazon CloudFront,global,Frontend,staging,6.31,847291038472
2026-03-13,Amazon DynamoDB,us-east-1,Backend,prod,26.46,847291038472
2026-03-14,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,49.69,847291038472
2026-03-14,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,18.07,847291038472
2026-03-14,Amazon Relational Database Service,us-east-1,Database,prod,37.88,847291038472
2026-03-14,Amazon Relational Database Service,us-east-1,Database,dev,7.55,847291038472
2026-03-14,Amazon Simple Storage Service,us-west-2,Data,prod,20.43,847291038472
2026-03-14,Amazon CloudFront,global,Frontend,prod,23.66,847291038472
2026-03-14,Amazon CloudFront,global,Frontend,staging,5.48,847291038472
2026-03-14,Amazon DynamoDB,us-east-1,Backend,prod,30.78,847291038472
2026-03-15,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,51.8,847291038472
2026-03-15,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.18,847291038472
2026-03-15,Amazon Relational Database Service,us-east-1,Database,prod,41.26,847291038472
2026-03-15,Amazon Relational Database Service,us-east-1,Database,dev,8.63,847291038472
2026-03-15,Amazon Simple Storage Service,us-west-2,Data,prod,16.87,847291038472
2026-03-15,Amazon CloudFront,global,Frontend,prod,19.47,847291038472
2026-03-15,Amazon CloudFront,global,Frontend,staging,7.3,847291038472
2026-03-15,Amazon DynamoDB,us-east-1,Backend,prod,24.25,847291038472
2026-03-16,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,50.06,847291038472
2026-03-16,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.27,847291038472
2026-03-16,Amazon Relational Database Service,us-east-1,Database,prod,39.12,847291038472
2026-03-16,Amazon Relational Database Service,us-east-1,Database,dev,7.35,847291038472
2026-03-16,Amazon Simple Storage Service,us-west-2,Data,prod,17.01,847291038472
2026-03-16,Amazon CloudFront,global,Frontend,prod,24.96,847291038472
2026-03-16,Amazon CloudFront,global,Frontend,staging,5.79,847291038472
2026-03-16,Amazon DynamoDB,us-east-1,Backend,prod,28.11,847291038472
